input_text,output_text
"A different look at horror. The styling differences between American and Russian films is interesting. However from my American perspective this movie just wasn't that good. The protagonist, Marie played by Anastasia Hille wasn't a pleasant character and I had a hard time identifying with her. She was disagreeable most of the time and confused for much of what little time was left. Also too much time was spent in bringing her to the main location of the film. Then a long time passed before any real suspense built up. Once that happened it seemed volume was used as the main effect which was more annoying than anything else. The concept was more original than most Direct-to-video movies and they didn't use sex to make up for a thin plot. All in all I'd recommend it for renting, but not for theater goers.",negative
"If you delete the first twenty minutes or so of this film, you will be left with a fantastic comedy. As it is, I still found it to be a pretty good movie, which is no small feat considering the coma I was put in by the opening scenes. To put it mildly, this film has a dreary beginning that wasn't even remotely funny, or even upbeat. Once things get sillier, however, you are left with a comedy that still holds up well after more than three decades. Definitely worth checking out, especially if you're a younger fan of Lemmon and Matthau who wants to see their earlier work.",positive
"Due to rather dubious plate tectonics, Japan starts to slip under the sea. Initial predictions say it'll take about 40 years before the country is submerged, but a rogue scientist adds in some even more dubious science and determines it will actually take less than 1 year! The government think he's a crackpot, but evidence soon starts bearing his theory out. This big budget disaster movie follows the formula set by any number of Hollywood films of the late 90's (I assume, having seen none of them), with the scale of disaster and tragedy bringing out the nobility of the human (well, Japanese) spirit in acts of heroism and sacrifice, and proving the power of love or something like that. i.e. it's as naive in its psychology as it's geology... we all know that half the populace would be out raping and looting the minute they thought the police had their back turned, and the other half would just panic and be useless. The film does have some very nice special effects, but is not as slick or expensive looking as an equivalent Hollywood production would be. It is at least as nationalistic, humourless and lacking in self-awareness as that Hollywood film would be though, and probably has even worse acting. It does have the hot evil chick from Battle Royale as one of the leads... but she's not even slightly evil, and is therefore much less hot. The film is much too long at 132 minutes, and gets worse and worse as it progresses towards a conclusion that had me in danger of puking. I certainly didn't care in the slightest whether Japan sank or not by the half way point, and well before the end I was trying to think of ways to expedite the process should I ever find myself in that situation for real. But, it does have nice special effects, and Kou Shibasaki is still pretty hot, so I magnanimously give it... 3/10.",negative
"Clever, gritty, witty, fast-paced, sexy, extravagant, sleazy, erotic, heartfelt and corny, Footlight Parade is a first-class entertainment, what the movies are all about. The realistic, satirical treatment gives a fresh edge to the material and its pace and line delivery are breathtaking. To think that they only started making feature talking pictures 7 years before this! The brilliance of the dialogue cannot be matched anywhere today, especially considering that ""realism"" has taken over and engulfed contemporary cinema. This film was made at a time when the Hayes code restricting content was being ignored and the result is a fresh, self-referential, critical and living cinema that spoke directly to contemporary audiences suffering through the depression and the general angst of the age. I'd recommend watching any film from this period, that is 1930-1935, for a vision of what popular cinema can potentially be.",positive
"If you have plenty of time to kill and the DVD was given to you by your friend for free but still it may require lot of courage to watch this film which does not have good script or humor for that matter. On the acting front imran is frozen in time/acting, Tushar Kapoor was slightly better than Imran in this movie Paresh Rawal was good at comedy was usual. The story revolves around a college campus where Imran is a bad boy n Tushar is the good one, they pretend to be the opposite of respective nature and so the story goes on..... Watch it only if you don't have any thing to do and the film is running on your local cable TV.",negative
"""I Am Curious: Yellow"" is a risible and pretentious steaming pile. It doesn't matter what one's political views are because this film can hardly be taken seriously on any level. As for the claim that frontal male nudity is an automatic NC-17, that isn't true. I've seen R-rated films with male nudity. Granted, they only offer some fleeting views, but where are the R-rated films with gaping vulvas and flapping labia? Nowhere, because they don't exist. The same goes for those crappy cable shows: schlongs swinging in the breeze but not a clitoris in sight. And those pretentious indie movies like The Brown Bunny, in which we're treated to the site of Vincent Gallo's throbbing johnson, but not a trace of pink visible on Chloe Sevigny. Before crying (or implying) ""double-standard"" in matters of nudity, the mentally obtuse should take into account one unavoidably obvious anatomical difference between men and women: there are no genitals on display when actresses appears nude, and the same cannot be said for a man. In fact, you generally won't see female genitals in an American film in anything short of porn or explicit erotica. This alleged double-standard is less a double standard than an admittedly depressing ability to come to terms culturally with the insides of women's bodies.",negative
"A group of tourists are stranded on Snake Island after an unfortunate accident with their boat. They are forced to spend the night and as you probably suspected, it isn't called Snake Island because it's just soooooo much fun to say - it has a history of people disappearing one by one because of the large snake population, which is just what happens with these poor dumb souls. This is a very boring and typical movie with tons of off screen snake attacks and lousy performances from NOBODY actors. The only somewhat entertaining scene was an absolutely unnecessary and forced strip scene which ain't anything couldn't see in a PG13 rated movie, folks. If you are into snake movies than check out SSSSSSS, but don't torture yourself with this crap.",negative
"Gosh, I am learning pretty fast that sometimes when you see a film as a youngster and then again 20 years later you gain a different view -- primarily because in 20 years you learn more. For example, I had no idea who George Cukor was - how great of a director he was and how much of that made this film fly. All I can say is..I really liked this film for it touched on an area that paralleled my life: lifelong friendship between two women. Can that EVER exist? Well, in certain doses, yes...and this film let out in a bit on ... ""how"". Being a youngster with not a lot of life experience at the first time I saw this so I focused more on the ""rich"" and ""famous"" part between the two. At the time, I had no idea there was a difference and what would happen to two women who discovered there was...and how that would effect their friendship. Through their men, their career, the decades that defined them. And coming to realize one thing remained stronger than anything else...their friendship and knowing each other more than anyone else could have. Then I got older, studied film a bit... and watched this film again with my best friend from High School. We do understand the 'rich' and 'famous' angle ... and we are still the best of friends...but this film is not a cinematic masterpiece...it can be seen as a bit campy at times...a little over the top at points (kinda on a 'Dynasty' and 'Dallas' level to me..) and honestly I can identify with the ""teddy bear"" scene for we do share a bear that means a lot more than a stuffed fun toy through our trials and tribulations with men/careers, et al..so its not as over the top as it seems....! As many already said, seeing Meg Ryan and Matt Latanzzi and Dack Rambo and David Selby are great in this 1981 piece. this is a nice ""chick"" flick!",positive
"Despite this being one of John Cusack and Demi Moore's early films, it is one even hardcore fans can miss, unless they absolutely have to complete the collection. I have rare moments, where I can handle Better Off Dead, but this movie is ultimately worse. I am just not a Savage Steve Holland fan, and he did both movies. So if you don't like the cheesy, random comedy and amateur animation, steer clear of this one. FYI even for the Demi Moore fans: she can't sing and the 80s synthesizers did not save her. There are too many predictable twists and too-easy jokes. I suppose if you want mindless entertainment or something you can leave on in the background and ignore while you do something productive, then go for it. Otherwise, don't watch this movie. If John Cusack (or Demi Moore) couldn't save it, you know it's got to be bad. They are the only reason I didn't give this movie a 1.",negative
"I rated this movie a 3 and that was generous. The scenery is ponderous and gaudy, the acting for the most part is terrible. I do think Peter O'Toole did a good job of acting (Tiberius), but he must have been mortified when he saw the final cut of the movie. John Gielgud, howsoever brief his appearance in the movie, still seemed to be playing a role from Hamlet. The hard core pornography parts were neither erotic nor did they do much to further the story. Okay Malcolm McDowell had a nice butt and the guy who played Macro was handsome. The guy who played Claudius, looked more like the traditional depictions of Nero and was certainly at odds with Robert Graves' picture of Claudius. The climactic (?) assassination of Caligula, wife and child is inaccurate in that it shows him after death lying on stairs in an open-air area, when in fact he was assassinated in the underground passage on the palatine hill which ran along the front of the Domus Flaviana that still exists today. There are places in this movie where virtually anything drew my attention away from it--merciful distractions. If you want history, read Suetonius or Tacitus, if you want pornography and sadism, watch Passolini's ""Salo"", but by all means stay away from this movie.",negative
"Begotten is certainly an experience, and a out of the ordinary experience at that. The use of colour is fascinating and at times, frustrating. A LOT of what happens on screen is incredibly difficult to make out. Your view is either obscured by a sudden bizarre change in colour and tone, characters in the way and random cuts to the sky. The sound is very haunting and a welcome addition. It really aids the nihilistic and hopeless tone that smothers this film. As for what Begotten is about, the ""rape of the environment and rebirth"" theory feels pretty accurate to me. But I wouldn't spend a lot of time focusing on the meaning, it's virtually unimportant. It's clear the director didn't want to explain anything. He simply presents it as it is, and if you want to search for a meaning that's up to you. Watching Begotten is definitely not a walk in the park, but I was captivated from the opening. It really is like watching a person's worst nightmare. What we see is at times distressing and very unpleasant, but there is a surreal dreamlike beauty in there. If you're an art-house/experimental fan and you haven't yet seen Begotten, make it a priority. I doubt you will ever forget it. I sure know that I won't.",positive
"There won't be one moment in this film where you aren't laughing. This is Mel Brooks at one of his high points, and Cary Elwes carries off the part of Robin with convincing humour. Every time you watch this film you will discover a new joke, but the ones you have noticed before will never grow old. Highly recomended!",positive
"I admit that I am a vampire addict: I have seen so many vampire movies I have lost count and this one is definitely in the top ten. I was very impressed by the original John Carpenter's Vampires and when I descovered there was a sequel I went straight out and bought it. This movie does not obey quite the same rules as the first, and it is not quite so dark, but it is close enough and I felt that it built nicely on the original. Jon Bon Jovi was very good as Derek Bliss: his performance was likeable and yet hard enough for the viewer to believe that he might actually be able to survive in the world in which he lives. One of my favourite parts was just after he meets Zoey and wanders into the bathroom of the diner to check to see if she is more than she seems. His comments are beautifully irreverant and yet emminently practical which contrast well with the rest of the scene as it unfolds. The other cast members were also well chosen and they knitted nicely to produce an entertaining and original film. It is not simply a rehash of the first movie and it has grown in a similar way to the way Fright Night II grew out of Fright Night. There are different elements which make it a fresh movie with a similar theme. If you like vampire movies I would recommend this one. If you prefer your films less bloody then choose something else.",positive
"I love everything about family guy. My favourite characters in family are Brian and Stewie and I like the episodes when it mainly features them such as ""Road to Rhode Island"" (Season 2), as they interact very well. The comments they make just have me in stitches. Peter's behaviour is also very funny as some of the things he does ""are just so brilliant they're retarded."" The voice acting is excellent, especially Seth MacFarlane as he provides the voices for half of the Griffin family as well as their perverted neighbour Glenn Quagmire and how he manages this range (particularly with singing) I just don't know. He deserves his two Emmy's for providing the voice of evil baby genius Stewie. Adam West also steals the show with his funny and completely insane regular character the mayor of Quahog. What I like about Chris (voiced by Seth Green) is the things he says show that he takes after his father when it comes to intelligence and common sense. The only thing I have found annoying is that in the UK Fox has decided to change the seasons to increase DVD sales, which in no way reflect the programme itself but rather the marketing. If you enjoy Family Guy then I would thoroughly recommend Seth MacFarlane's other project American Dad which uses a different style of humour but is still extremely hilarious.",positive
"This movie was craptacular. I was so emotionally uninvolved in every single character that the movies' biggest antagonist was, in fact, myself. I played it beautifully throughout; promising myself I would walk away, but only drinking another beer hoping it would auto-magically transform into something engrossing along the way. Even in this state, I couldn't help but notice that Cuba's acting was as flimsy as tracing paper. His obsessive dedication to his job was unconvincingly done as well as his one night binge after the failure of his own idiot standards. Burt came on the screen as a General, that's right, a General (who wears too much makeup). I fell into a frighteningly fast binge to rival Cuba's, except mine was real and I stubbed my toe. Recompense! Recompense my stubbed toe!",negative
"I saw this movie in September with my mother. I was expecting a good movie, and I saw an excellent one. This is now my most treasured movie. It did not leave me after I left the theater. The situations in this movie reminded me of my late grandmother. Meryl Streep and Renee Zellweger were equally incredible. This movie has made me realize how important family relationships are. Rent it. I can't recommend it enough.",positive
"Living just down the Hwy from Georgetown, Co...I remember this movie well and thought it was great! The story seems like something John would do even in real life, but there is something that I will always remember most about the movie. For those of you who don't live in Denver...every Christmas, the city of Denver, Co puts up a fabulous display of lights and decorations at the Civic Center in downtown Denver. Well...as it so happened, during the filming of this movie, a Nativity scene was needed. So...it was borrowed from the Civic Center display...with permission, by the way! Someone had forgotten to advice the powers that be, and it was reported stolen! A frantic search began with law enforcement for a few days. Finally, someone spoke up and remembered loaning it to the film crew in Georgetown! It was returned and put back where it belonged! As it turns out...it wasn't featured all that much in the movie...you can barely see it during the Christmas show with the children. It did create quit a disturbance though...",positive
"This movie was one of the funniest movie I've seen in years and the laughs from the audience members support me. Not since My Big Fat Greek Wedding (2002) has the laughter been as spontaneous and intense. Easily has intricate as last year's Mr. and Mrs. Smith (2005) in its use of parody (espionage in Mr. and Mrs. Smith and sex in My Super Ex-Girlfriend). Director's Ivan Reitman balance between comedy and drama, between crazy and downright ludicrous is great. Never does the shock and dramatic serious crack the rule of comedy. At the same time, this predictable romantic comedy never loses its touching emotional elements even if the ending is broadcast in advance. In some ways, it's so evident that it's great to see how it plays out. Just like in real life, sometimes the truth is so evident that one can't really see it. Easily eight out of ten stars ranking up there with Tootsie (1982). Possibly a nine (depends on how it appears on a second viewing).",positive
"This was the second of three films that Irving Berlin wrote for the Astaire-Rogers franchise and it has by far the largest score and is somewhat unusual in that two of the numbers are performed by Harriet Hilliard leaving the rest to be divvied and/or shared between the principals. As usual the storyline needn't detain us though for the record it was based on a play, Shore Leave, that also served as the basis for a Broadway Musical, Hit The Deck. Anyone who actually saw Shore Leave in the theatre may have been momentarily bemused inasmuch as the roles played by Fred and Ginger were created for the movie but what matters, as always, is the music, lyrics and hoofing and this is all out of the right bottle. It's a departure from the other titles in the franchise in that 1) we get to see Astaire play the piano - in real life he was an accomplished pianist and composed several songs, one of which, I'm Building Up To An Awful Let-Down, had a lyric by Johnny Mercer and spent a couple of weeks in the charts - and it is the only one of the series in which he played a serviceman, albeit an ex-hoofer who enlisted in the navy after being dumped by dancing partner Ginger before the story starts. He gets to perform a little-known but excellent Berlin number, I'd Rather Lead A Band as well as duetting on I'm Putting All My Eggs In One Basket but the ultimate number is the prophetic - in 1936 rumbles of World War II were already being felt - Let's Face The Music And Dance, one of the most potent ballads ever performed by the team. So what if Randolph Scott is a little wooden and fish-out-of-water without either a horse or a six-gun within easy reach and Harriet Hilliard doesn't exactly set the screen on fire; we came to see Fred and Ginger and the only question is, do they deliver. Answer: In spades.",positive
"I loved KOLCHAK: THE NIGHT STALKER since I saw it on the night it premiered on September 13, 1974. I loved the monsters which seemed scary at the time and the cool music by Gil Melle (hey, where's the soundtrack guys?) and have often thought about what makes this show work for me so completely and have finally concluded that the reason it endures when many others do not is one simple, important element it has that almost no other scary show seems to have and that is a main character that most people can relate to on an everyday level. When Darren McGavin's Carl Kolchak starts to discover odd situations, he reacts like most people would. He finds them odd and as he gets closer to danger, he is frightened, even if he knows he must move forward to try to defeat whichever menace is being showcased in that episode. It's rare that he is brave enough to stand up against some superior supernatural force. He's usually set a trap and is hiding or waiting in the wings to see if it works. Sometimes, he seems as surprised that he managed to defeat a foe as we are. In one episode, he goes to find a monster in a sewer but when he first sees it, he runs to get out of there but is trapped so reluctantly, he must go back and defend himself. He's heroic because he is willing to do things most of us probably wouldn't do but that doesn't mean he probably wouldn't much rather someone else did it instead of him. He's a regular guy, doing a job, trying to make a buck, not a monster-hunter. He just gets wrapped up in things involving the supernatural, which he has an interest in but he doesn't want to be hurt or killed anymore than any of the rest of us do. If his plan to defeat the creature didn't work, you will often see him running for his life to get away from it, which is of course what I would do in the situation. That's why I was often watching the climax of the shows through my fingers as a kid. Kolchak was likable and you cared if something bad happened to him. You were scared for him and for the other characters too. The producers and writers obviously knew that anyone can create a monster suit, scary music and direct a suspenseful scene but it's all for naught if you don't care about the characters. Darren McGavin said that the reason why the show only lasted on season was because he got tired of doing a ""monster of the week"" show and he decided not to continue. I can tell you I mourned when this show was canceled when I was a kid but, as an adult, I can see why it couldn't go on in that formula for very long. I still love the 20 episodes and two movies that starred McGavin as the bumbling, determined and brusk but good-hearted reporter for the INS, known as Carl Kolchak. I seriously doubt anyone who makes shows or movies will ever really understand why I loved the show. It's not the monsters, darkly-lit sets, creepy music or goofy guest stars, although they are all vital ingredients. The secret to it's success is right there in the title - ""Kolchak: The Night Stalker"". Without McGavin's lovable, bumbling Carl Kolchak to root for and to care for, then it just ain't a Night Stalker.",positive
I've seen the original English version on video. Disney's choice of voice actors looks very promising. I can't believe I'm saying that. The story is about a young boy who meets a girl with a history that is intertwined with his own. The two are thrown into one of the most fun and intriguing storylines in any animated film. The animation quality is excellent! If you've seen Disney's job of Kiki's delivery service you can see the quality in their production. It almost redeems them for stealing the story of Kimba the white lion. (but not quite!) Finally Miyazaki's films are being released properly! I can't wait to see an uncut English version of Nausicaa!,positive
"The Sentinel i was hoping would be a good film and boy i was right.A great story first of all from a novel and i thought this was an original story but i guess it wasn't and it was a very smart story. Michael Douglas in this film is very good and Keither Sutherland is too,but however it is very hard to shrug him off his role as Jack Bauer in 24 but eventually you do and he is very different in The Sentinel than he is in 24.also another person trying to shrug off their TV role but failed.Eva Longeria.She wasn't that good in the film and had a back seat in the entire thing.After i saw the film i had constant dreams about The Sentinel and couldn't sleep.Overall Sentinel is a good film and i would recommend it.",positive
"Why?!! This was an insipid, uninspired and embarrassing film. The embarrassment comes from being from the city where they made it...Pittsburgh PA! Why did they let these people do such a BAAAAAD movie there? When this movie was originally to be released...it was more of a romantic comedy...and no ROBO-anything. That all got changed along with cuteness courtesy of Disney. WHY???? They did a terrible interpretation of this classic comic character. Seeing Matthew Broderick make fun of his own movies was not fun either. Sheesh!!",negative
"This has got to be the funniest movie I have seen in forever. Chritopher Guest is truly talented. He has a gift for humor. I almost died laughing. Actually, when I saw this in theaters, I considered walking out because the movie was so dumb. But it is dumb in a good way. It is funny-dumb. And this is a really good combination. You will be laughing from start to end. This mockumentary style film follows an array of characters all competing at the Kennel Club Dog Show. The cast includes Parker Posey, Fred Willard, Eugene Levy, Catherine O'Hara, John Michael Higgens, Michael McKean, Larry Miller, Bob Balaban, Jennifer Coolidge and tons more. This is a truly funny movie that will have everyone laughing. Someone born without a personality would laugh at this film. It is presented in widescreen to give the image that you are viewing an actual documentary and that is probably what adds to the hilarity. BEST IN SHOW: 5/5.",positive
"Wanda Nevada is a pubescent fantasy movie using circa 1979 ideas of what constitutes illicit romance for 13 year old girls. Script, pacing, and direction are uniformly awful. Action sequences defy belief. Characters speak with the simplified diction one usually finds in films aimed at the under 10 set, but also includes multiple sexual references involving Shields' character as well as graphic deaths. The movie wants to be a comedy on some level but is never funny, an adventure picture but plot and action are insipid, and a children's movie but introduces pedophilia and child rape as real possibilities. It also wants to be a buddy picture, a coming of age picture, a ghost movie, an Indian spiritual movie, a travelogue, and a western. The overall affect is of massive stupidity with a nasty twist. Wanda Nevada is a complete waste of time unless you want to see a good many terrific shots of the Grand Canyon. That it manages to do just fine.",negative
"In terms of the arts, the 1970s were a very turbulent era. In literature and the visual arts, it was the closing of a great fifty or sixty year period of creativity that has yet to be restarted. In music it was a decade that many see as a low point, due to corporate rock and disco. On television it was a Golden Age for situation comedies, from The Odd Couple to the Mary Tyler Moore Show to M*A*S*H to All In The Family, but in film it was even a greater period of creativity, in all genres, that saw the rise of the American auteur- directors like Robert Altman, Francis Ford Coppola, and Martin Scorsese- from the ashes of the old studio systems that had dominated Hollywood for over half a century. These directors wanted to craft literate, arts films for the masses, of the sort that had been staples in Europe since the end of the Second World War. Yet, the studios were trying to keep pace, with socially aware films of the sort not seen since the 1930s. But, unlike the films of the 1930s, starring actors like Jimmy Cagney and John Garfield (usually co-starring the Dead End Kids), that dealt with social issues in a gritty realistic way, or as realistic as one could get on a sound stage, the social consciousness of the late 1960s and early 1970s manifested itself most in science fiction films, which allowed the Left Wing of Hollywood to preach to the masses under the guise of what most considered little above comic strip entertainment. There was precedent for this approach, for several of the flying saucer films of the 1950s dealt with the political zeitgeist of the McCarthy era- most notably The Day The Earth Stood Still and Invasion Of The Body Snatchers. And the early 1960s saw Rod Serling constantly subverting the political conservatism of the time by casting social issues into science fiction settings on his classic sci fi television anthology show The Twilight Zone. Among the studio offerings of this time were the ecologically sensitive Silent Running; George Lucas's first film THX 1138, which dealt with consumerism, group think, and existentialism; and Logan's Run, which hammered away at Communism and state control versus the rights of an individual. Some of the film's references are quite heavyhanded- and reek of the then current Arab oil crisis and rampant inflation. A few jarred strawberries cost $150, and Soylent rations its assorted colored foods- Soylent Yellow, Soylent Red, and the new Soylent Green, reputedly made from 'the finest undersea growth,' in a manner not unlike the gas rationing of the time. Scenes of food riots are eerie echoes of the oil riots at many gas stations during the year of the film's release, and the scenes of crowding, and bodies, live and dead, lying all about are still chilling, as well as influential. A later film like Escape From New York is an obvious progeny. The rest of the script, by Stanley R. Greenberg, however, is rather pedestrian, and fairly standard for a dystopian flick, but Fleischer and cinematographer Richard H. Kline do a great job of filling the screen with interesting images and sounds, to spice things up. The use of soft, dimly lit visuals, murkily filtered, add a Stygian feel to the New York of the film, almost like a colorized version of Carl Theodor Dreyer's Vampyr. The only light in the film comes from artificial sources, and were it not for the fashion faux pas the film could truly seem timeless. The end of the film, where Thorn sneaks into the processing plant where human corpses are made into Soylent Green wafers, is both chilling, and oddly drama-less. In the end, the Soylent minions hunt Thorn down, but he survives long enough to utter the film's catchphrase to Chief Hatcher. Yet, one does not know if it is enough, for Hatcher has already been co-opted, and has a track record of taking the easy way out. Yet, that fact, and its ambiguity, shows that the film does not recapitulate its characters' dilemmas, and has a depth many later, better made films, sci fi or not, do not have. It is also why Soylent Green is still a film worth watching.",positive
"In this episode, Locke and Eko go searching for the ""?"" symbol that we saw during the lock-down on a previous episode. Michael, having shot Ana Lucia and Libby, struggles with his actions as Libby inches closer to death. The most interesting thing about this episode (I think). Is during the commercial break. Locke and Eko find a hatch under the plane that killed Boone in season one, and a new training video ends with ""Copyright, The Hanso Foundation, 1989"" In a following commercial break, a rather bizarre and nondescript commercial advertises ""The Hanso Foundation"" (a planted commercial), and the website advertised (www.sublymonal.com) leads the visitor through a world of information about life on the outside of LOST's storyline. A must see for all fans!",positive
"Bears about as much resemblance to Dean Koontz's novel as Jessica Simpson does to a rocket scientist. If you've read the book, I suggest you put it as far out of your mind as possible before watching the movie. Watchers is your typical ""Boy meets dog, dog turns out to be super-intelligent government lab experiment, dog and boy are pursued by super-intelligent and emotionally disturbed monster created by same lab, and, oh yeah, did I mention the shady government agents pursuing the monster pursuing the dog?"" movie. Corey Haim is the boy, Barbara Williams is his mother, Michael Ironside is one of the evil government guys, and Sandy the dog is, well, the dog (named Furface here; Einstein in the book). The monster effects are ridiculously cheesy, much of the dialogue is laughable, the script rarely makes sense or is believable - a good example is Haim's character's unquestioning acceptance of the dog's intelligence, as if every Fido off the street can type messages on a computer keyboard or bark once for yes and twice for no! Hmm, it's gotta be the puppy chow, right? Haim's performance is enthusiastic but shaky, as he carries off the stupid dialogue with the least amount of skill. Ironside has been the highlight of many a bad movie, and this is no exception. He easily gives the best performance of the movie, although I'm compelled to add that the dog (who's a pretty darn good actor himself!) comes in a close second. All in all, an atrociously dumb movie, and yet . . . And yet I watched it three times within a week. And yet I can't help liking it. Hey, what can I say, I have a taste for junk - and Michael Ironside (not that I've ever actually tasted Michael Ironside- I'm sure there are laws against that). But any movie that can make me laugh that hard (yes, even unintentionally) can't be all bad. Chalk it up to a guilty pleasure, a ""yes I know it's insultingly stupid but I like it anyway"" movie. It's tough for me to rate this. On a normal scale I'm forced to give it a D-, but on my own personal cheese scale, it gets bumped up to an A-. Yeah, I know. I'm weird like that.",positive
"Having seen the first ten episodes, I must say this show sucks. What bothers me the most, is that the show was shot in Canada. I know it's cheaper, but they should have shot it in California, so we could have had scenes in the desert. That would have been more true to the movie. The first scene where they are outside in another world is in the mountains, with lots of pinetrees where it looks cold. That does'nt feel very Egyptian. What worked so well in the movie was that it felt like you were in the ancient Egypt. Here it feels like they're running around fighting aliens in a Canadian forrest. And it's so lame that appaerantly, on other planets, the fall comes as well. You can see leaves on the ground in the forrests that all look like forrests outside Vancouver. It just makes the show even more unbelievable and dumb. And then there is Richard Dean Anderson. He is no Kurt Russel. Sure he does a decent job and he tries to copy Russels performance a little bit, but he is just not as cool as Russel. And not nearly as good an actor as Russel. And Russells way of playing O Neill, well he was much more cynical. Andersons O Neil, is way too soft. I liked it that Russels version just did'nt give a s*** and had no trouble detonating the bomb until the very end of the movie. Michael Shanks does a really good job as Jackson though taking over from James Spader. Teal'c is a really annoying character. He is Jaffa. Not a Jaffa. Just Jaffa. Aaaarrgh!! A former bodyguard of a pathetic Ra character, seen only in the pilot and in one other episode so far. Teal'c speaks talks and acts like a robot. I've seen better acting from Jean Claude Van Damme. And the fact that Teal'c and the Ra character and the people they saved in the movie, can speak English all of a sudden is also incredibly dumb. What made the aliens so scary in the movie was that they spoke an ancient language and were real monsters. As for the special effects, they are really good in the pilot. But the very rare effects in the actual show are badly done and looks cheap. Especially a planet they visit with crystals. It's so obvious they walk around on a soundstage with a badly made painting in the background. It's an insult to us viewers that they made it look so cheap. Especially when they could have made it in front of a bluescreen with cgi backgrounds. The X-files had better effects when they aired their first episodes in 1993. That was 4 years before SG-1 started. And they did'nt have the apparent two million dollar budget per episode, that SG-1 supposedly had. They must have spend all the money on catering. Because I don't see it on the screen. Incredibly boring and pointless show, that could have been great if they had shot the show in Hollywood with a bigger budget and better writers and better characters.",negative
"I had high hopes for this film when I saw the listing and decided to watch it on TV, uninterrupted by commercial breaks. I've liked Lee Van Cleef in many movies but I'm afraid that having the other characters call him Chris repeatedly doesn't turn him into even a reasonable facsimile of Yul Brenner's Chris. I found this movie to be a complete disappointment - the music sound track tried to impart the magnificence portrayed in the original but it too failed to bring the film up the the standard of the original. The rich textures of the characters in the original were mostly missing from this film. I guess if you haven't seen the original it would be okay. Too many clich?s and too little depth to the characters. I missed the humanity and compassion and the three dimensional characters of the original.",negative
"I don't remember this film getting a cinema release over here. I only saw it when it came onto cable. The film deals with the dehumanisation of children into killing machines. Specifically one person, the way he gets replaced and dumped (literally) into an off-world community where he finds himself unable to cope with coming to terms with who he really is and what he feels. Seems to me that a lot of people expected this to be Rambo in space, and would have been happy if it was. I'm certainly happy it was'nt - Kurt does a fine job of portraying an emotional cripple. The scene where he's sitting outside the compound shows this, albeit the decision for two slow-mo replays detracts from the moment. This is not a classic SF movie in the way that Bladerunner, Alien, Silent running, Logan's run or THX1138 were, however it is unfortunately the nearest I've seen to it in a long time. He changes in the movie to a believable degree, he does'nt crack Arnie one liners, he does'nt become Snake Plissken and there is no definative happy ending. That's why this film did'nt do well. It did'nt follow formula, and among a 18-25 year old target American audience, that's unforgivable as it was was'nt what they expected to see. Fear and discipline. Always.",positive
"Apparently there's a very good reason why I never heard about ""Dr. Hackenstein"" before me and a couple of mates accidentally stumbled upon it and stupidly decided to give it a chance. That reason is: it sucks! It's a very pointless, dull, imbecilic and totally unmemorable horror comedy/parody. Actually, to be honest, I'm not even sure if this was meant as a comedy because sometimes the script takes itself quite seriously and tries really hard to be a really ambitious and original late 80's horror effort. In the year 1909, at the dawn of a new era in medical science according to the opening sequences, Dr. Elliot Hackenstein needs exactly three women ? no more, no less ? to refurbish his beloved wife whom he accidentally killed. She's only just a living head left now, but the stupid body snatchers only provide male cadavers. So when Dr. Hackenstein yells out ""I need three female bodies to bring back my wife"", his words aren't even cold and there just miraculously appear three young females (and one really annoying nerdy kid) with car trouble show up at his doorstep. Why doesn't that ever happen to me? ""I need a bunch of sexy voluptuous women to fill up my empty harem!!!"" ? See, nothing! Anyway, the good Doctor sees his wish fulfilled, but unfortunately ? for science that is ? he develops sympathy for one of the three girls. ""Dr. Hackenstein"" is a lame film that tries to cash in on the success of ""Re-Animator"" and even blatantly steal some of the comical aspects of that classic, like a severed head talking one-liners. It's easy to see why this film is never mentioned anywhere, as it doesn't appeal to fans of neither the horror nor the comedy genre. The funniest character is undoubtedly the loud-speaking female grave robber Ruby; depicted by the anti-cherubic Anne Ramsey. 80's horror buffs will certainly remember her from Wes Craven's ""Deadly Friend"", where she played the nasty old hag neighbor who gets decapitated by a basketball. ""Dr. Hackenstein"" supposedly takes place in the early 1900's, but there are hardly any attempts to re-create the atmosphere of that era (except maybe for some automobiles). Dr. Hackenstein's laboratory is a quite clich?d 80's set piece, with all sorts of smoky cauldrons and test tubes full of fluorescent colors.",negative
"I was raised watching the original Batman Animated Series, and am an avid Batman graphic novel collector. With a comic book hero as iconic as Batman, there are certain traits that cannot be changed. Creative liberties are all well and good, but when it completely changes the character, then it is too far. I purchased one of the seasons of ""The Batman"" in the hopes that an extra bonus feature could shed some light on the creators' reasoning for making this show such an atrocity. In an interview on the making of ""The Batman,"" one of the artists or writers (I'm unsure which) said that ""We felt we shouldn't mess with Batman, but we could mess with the villains."" So, they proceeded to make the Joker into an immature little kid begging for attention, the Penguin into some anime knockoff, Mr. Freeze into a super-powered jewel thief, Poison Ivy into a teenage hippie, and countless other shameful acts which are making Bob Kane roll over in his grave. To sum it all up: I wish I had more hands so I could give this show FOUR THUMBS DOWN. It squeezes by my rating with a 2 out of 10 simply because it uses the Batman name. Warner Bros...rethink this! Please!",negative
